No.,Company,Area,Sub Area,Reportor,Contractor,Type of finding,Topic,Details,Corrective Action,Issue Date,Due Date,Status
116,MOC,Olefins2,C-S300,Tanon,Ktion Power,Unsafe Action,PTW & JSA,เอกสาร JICA Checklist ไม่ถูกเซ็นต์ตรวจสอบมาตรการก่อนเริ่มงาน,"แจ้งหัวหน้างาน,ผู้ควบคุมงานให้ตรวจสอบสภาพหน้างานตามมาตรการที่ระบุในJICA ให้ปลอดภัยและลงข้อมูลชื่อยืนยันการตรวจสอบก่อนเริ่มงานทุกวัน",1/20/2021,1/20/2021,Closed
117,MOC,Olefins2,"Cold Box
",Tanon,TNE,Unsafe Action,Lifting,ไม่มีป้ายระบุพิกัดในการรับน้ำหนัก(SWL)ของคนและรอกในการยกขนย้าย Insulation,"แจ้งSafety,หัวหน้างาน หาข้อมูลน้ำหนักของ Insulation ต่อรอบ กำหนดมาตรการและระบุพิกัดในการรับน้ำหนักของ (คน&รอกตาเดียว) ต้องปลอดภัยและติดป้ายระบุSWL ให้ชัดเจน ทั้งจุดรับ-ส่ง Insulation",1/20/2021,1/20/2021,Closed
118,MOC,Olefins2,PR-21,Orachun S.,CAPK,Unsafe Action,PPE,พบผู้ปฏิบัติงานทำการขัดผิวชิ้นงานด้วยใบปัดหางเปีย ให้ทำการใส่ Face sheild เพิ่ม,,1/20/2021,1/20/2021,Closed
119,MOC,HOT,H-100C,Thongmai U.,RNC,Unsafe Condition,Work at height,"ระหว่างประกอบอุปกรณ์มีการวาง Bolt,Nut และเครื่องมือไว้กับพื้น เสี่ยงต่อการตกลงด้านล่าง",,1/21/2021,1/21/2021,Closed
120,MOC,Olefins2,Diversion Box,Orachun S.,STATE,Unsafe Condition,Chemical Work,ใช้เทปพันจุดต่อสายไฟสำหรับเตรียมงานดูดน้ำ,,1/21/2021,1/21/2021,Closed
121,MOC,Olefins2,PR-11,Orachun S.,CTL,Unsafe Action,PPE,พบผู้ปฏิบัติงานทำงานไม่ใส่ถุงมือ,,1/21/2021,1/21/2021,Closed
122,MOC,Olefins2,PR-15,Orachun S.,TTCL,Unsafe Condition,Others,พบมีงานทำความสะอาดรางระบายน้ำ มีการเปิดฝารางไว้และไม่กั้นพื้นที่,,1/21/2021,1/21/2021,Closed
123,MOC,Olefins2,PR-15,Orachun S.,STATE,Unsafe Condition,Housekeeping,พบถุงใส่ขยะจากการทำความสะอาดรางระบายน้ำยังไม่ได้ทำการจัดเก็บ,,1/21/2021,1/21/2021,Closed
124,MOC,Olefins2,FV-S516,Tanon,TTCL,Unsafe Condition,Housekeeping,"พบรังผึ้งขนาดใหญ่ที่ความสูงประมาณ 16 m.
",,1/22/2021,1/22/2021,Closed
125,MOC,Olefins2,-,Sommart P.,TTCL,Near Miss,Housekeeping,"เวลา 18:00 น. ที่จุดเก็บขยะ Lay down มีกลุ่มควัน คาดว่าไหม้แผ่นพลาสติกบางๆ
 คล้าย บลูชีส ไม่มีอุปกรณ์เสียหาย และไม่มีผู้ได้รับบาดเจ็บ เบื้องต้นใด้แจ้ง EC & FM และใช้ถังดับเพลิงฉีดไป 2 ถัง
",,1/22/2021,1/22/2021,Closed
126,MOC,HOT,"H-100C
(Floor 4)",Thongmai U.,RNC,Unsafe Condition,Work at height,มีการเปิด Checker plate ชั้น 4 เพื่อลงไปปฏิบัติชั้นล่าง โดยไม่มีการปิดกั้นด้วย hard barricade,"การแก้ไข: แจ้ง Safety L1 ให้ทำการปิด Checker plate เนื่องจากไม่มีการลงไปทำงานด้านล่างแล้ว""ดำเนินการเรียบร้อย"" นำไปเน้นย้ำในวง safety talk",1/23/2021,1/23/2021,Closed
127,MOC,HOT,H-100C,Thongmai U.,RNC,Unsafe Condition,Pressure test,Safety sling ไม่ได้พันล็อคป้องกันการสะบัดหลุด,"การแก้ไข:แจ้งคู่ธุรกิจ บ.RMS ให้นำกำเทปพันล็อค safety sling เข้ากับสายลม""ดำเนินการเรียบร้อย""",1/23/2021,1/23/2021,Closed
128,MOC,Olefins2,"PR-22
(T-S220)",Surasit,TTCL,Unsafe Condition,Housekeeping,"ผึ้งมาจับท่อ  36""",,1/23/2021,1/23/2021,Closed
129,MOC,TFU,TK-1210D,Phasit P.,TTCL,Unsafe Action,Transportation,ทีมงานนำรถเข้ามาจัดเก็บ 5 ส. แล้วบรรทุกน้ำหนักมากเกินไปทำให้รถเอียงข้าง+ยางแบน,,1/24/2021,1/24/2021,Closed
130,MOC,TFU,TK-1210D,Phasit P.,KAEFER,Unsafe Condition,Housekeeping,อุปกรณ์นั่งร้านวางกีดขวางอุปกรณ์ดับเพลิง,,1/24/2021,1/31/2021,Closed
131,MOC,TFU,TK-1210D,Phasit P.,KAEFER,Unsafe Condition,Housekeeping,อุปกรณ์นั่งร้านวางรวมกันจำนวนมาก ,,1/24/2021,1/31/2021,Closed
132,MOC,TFU,TK-1310B,Phasit P.,KAEFER,Unsafe Condition,Housekeeping,อุปกรณ์นั่งร้านวางรวมกันจำนวนมาก ,,1/24/2021,1/31/2021,Closed
133,MOC,Olefins2,Main Gate,Orachun S.,TTCL,Unsafe Condition,Others,แนวรั้วฝั่งทิศเหนือใกล้ Main gate มีช่องเปิดหลายจุด,แจ้งพี่บุญเรืองให้หา ท่อนั่งร้านมาปิดชั่วคราวไปก่อนจนกว่าจะติดตั้งเสร็จ,1/24/2021,1/31/2021,Closed
134,MOC,Olefins2,PR-15,Orachun S.,CTL,Unsafe Action,Work at height,พบมีการทำงานบนที่สูงแต่แขวนแค่ hook เดียว,,1/24/2021,1/24/2021,Closed
135,MOC,Olefins2,PR-24,Orachun S.,TNE,Unsafe Condition,Insulation,พบงานหุ้ม Insulation ไม่มีถุงหุ้ม,,1/24/2021,1/24/2021,Closed
136,MOC,Olefins2,"Cold Box
",Orachun S.,TNE,Unsafe Condition,Insulation,พบงานหุ้ม Insulation ไม่มีถุงหุ้ม,,1/24/2021,1/24/2021,Closed
137,MOC,Olefins2,PR-22,Orachun S.,TTCL,Unsafe Action,Work at height,ใช้บันไดนั่งร้านพาดขึ้นไปทำงานบนที่สูง,,1/24/2021,1/24/2021,Closed
138,MOC,Olefins2,PR-15,Orachun S.,TTCL,Unsafe Condition,Scaffolding,พบนั่งร้านไม่สมบูรณ์ถูกถอดแผ่นรองพื้นและไม่มี Toe board,,1/24/2021,1/24/2021,Closed
139,MOC,Olefins2,"Cold Box
",Nakarin S.,TTCL,Unsafe Condition,Work at height,พบการทำงานบนที่สูง ยืนทำงานบนแผ่นกระดานนั่งร้านแผ่นเดียวและคล้องเกี่ยวกับท่อสายไฟอุปกรณ์ Plant,"เบื้องต้น ให้หยุด ปฏิบัติงานจุดนี้และร่วมพูดคุยมาตรการการทำงานบนที่สูง 
และได้แจ้งทาง Safety TTCL แจ้งทางบริษัทนั่งร้าน ต้นสังกัด มาแก้ไขก่อน",1/25/2021,1/25/2021,Closed
140,MOC,Olefins2,PR-24,Nakarin S.,SR,Unsafe Action,Work at height,พบมีงานตั้งนั่งร้านแต่ลืมคล้องเกี่ยว harness,,1/25/2021,1/25/2021,Closed
141,MOC,Olefins2,-,Orachun S.,CAPK,Unsafe Condition,Hot Work,มีงานตัด เชื่อม เจียรล้อมพื้นที่ไม่ครอบคลุม,,1/25/2021,1/25/2021,Closed
142,MOC,HOT,GTG,Thongmai U.,ABB,Unsafe Condition,Electrical & Grounding,ตู้ power supply  ที่จ่ายไฟไปเลี้ยง heater ของ motor ยังไม่มีใบรายการตรวจสอบอุปกรณ์ ,,1/26/2021,1/27/2021,Closed
143,MOC,Olefins2,PR-24,Orachun S.,SR,Unsafe Condition,Lifting,ผู้ปฎิบัติงานอยู่ใน line of fire,,1/26/2021,1/26/2021,Closed
144,MOC,Olefins2,PR-23,Orachun S.,SR,Unsafe Action,PPE,พบมีงานหุ้ม Foamglass แต่ผู้ปฏิบัติงานไม่สวมถุงมือ,,1/26/2021,1/26/2021,Closed
145,MOC,Olefins2,"D-S671, 
D-S672",Tanon,TTCL,Unsafe Action,PTW & JSA,เอกสาร work permit ในช่วงทดลองยังไม่สมบูรณ์,,1/26/2021,1/26/2021,Closed
146,MOC,Olefins2,-,Orachun S.,ATI-LT,Unsafe Condition,Scaffolding,พบมีงานรื้อนั่งร้านซึ่งอยู่ในขั้นตอนการรื้อแต่ยังไม่เสร็จ จึงให้แขวน Tag เหลืองไว้ก่อน,,1/26/2021,1/26/2021,Closed
147,MOC,Olefins2,PR-14,Orachun S.,Ktion Power,Unsafe Condition,Environmental,พบถังน้ำมันบริเวณสำหรับเก็บน้ำมันเก่าของ ทำ bund ไม่ครอบคลุมและไม่สมบูรณ์,,1/26/2021,1/26/2021,Closed
148,MOC,HOT,H-100C,Thongmai U.,RNC,Near Miss,Insulation,เวลาประมาณ 14.25 น.ขณะทำการ Re-tube TLE(อุปกรณ์ E-100C)จังหวะสอด tube(ตัวใหม่)เข้าด้านใน TLE และ lock ด้วย clamp เพื่อที่จะวาง tube ให้นั่งอยู่กับ tube sheet ด้านบนของ TLE tube ได้รูดตกลงมาด้านล่าง กระแทกกับแผ่น plate ที่รองอยู่ด้านล่าง ไม่มีผู้ได้รับบาดเจ็บและทรัพย์สินเสียหาย (clamp ที่ใช้ล็อคขันยึดไม่แน่น ทำให้เมื่อปล่อยรอกที่ต๋ง tube จึงรูดตกลงด้านล่าง),"clamp ที่ใช้ล็อคขันยึดไม่แน่น ทำให้เมื่อปล่อยรอกที่ต๋ง tube tube ได้จึงรูดตกลงด้านล่าง
#การแก้ไขเบื้องต้น:
     - กำหนดมาตรการเพิ่มใน JSA ให้ใช้ clamp lock double และ confirm ความแน่นของการล็อค 2 คน(ผู้ปฏิบัติงาน,หัวหน้างาน)
     - ปิดกั้นพื้นที่ด้านล่าง 100% พร้อมติดป้ายเตือน safety ที่ดูแลพื้นที่ด้านล่าง คอยเฝ้าระวังผู้ที่ไม่เกี่ยวข้องห้ามเข้าพื้นที่
     หลังจากสอบสวนเหตุการณ์ และกำหนดมาตรการเพิ่มเติม เวลาประมาณ 15.00 น.ได้แจ้งให้เริ่มงานต่อได้
(>)สิ่งที่ต้องดำเนินการ(ระยะยาว)
     - ออกแบบ clamp lock(ตัวที่2) ให้เป็นมาตรฐานมีความปลอดภัยสูง และใช้งานได้ง่าย
     - Review JSA เพิ่มเติม ให้ครอบคลุมลักษณะงาน Retube 
     - ปรับ Work permit level จาก cold work ความเสี่ยงต่ำ ให้เป็น""ความเสี่ยงสูง""",1/27/2021,1/27/2021,Closed
149,MOC,Olefins2,Diversion Box,Surasit,STATE,Unsafe Action,Transportation,"Rigger ยืนบนขอบกระบะรถเพื่อประครองกระบะโคลน
",,1/27/2021,1/27/2021,Closed
150,MOC,Olefins2,-,Orachun S.,CTL,Unsafe Action,Work at height,พบมีงานขึ้นที่สูงแต่ลืมคล้องเกี่ยว harness,,1/27/2021,1/27/2021,Closed
151,MOC,Olefins2,-,Orachun S.,-,Unsafe Action,Scaffolding,พบมีงานรื้อนั่งร้านแต่พบว่ามีการโยน clamp ลงมา,,1/27/2021,1/27/2021,Closed
152,MOC,Olefins2,D-S420,Tanon,TNE,Unsafe Condition,Scaffolding,พบนั่งร้านในงานหุ้ม Insulation สภาพไม่สมบูรณ์ (ไม่ติดตั้งhandrail),,1/27/2021,1/27/2021,Closed
153,MOC,Olefins2,M-S380,Nuttapong,PSA,Unsafe Action,PTW & JSA,ตรวจพบ workpermit HW-1 ไม่ได้มีการเซ็นตรวจเช็คค่า gas ลงใน workpermit,,1/27/2021,1/27/2021,Closed
154,MOC,Olefins2,Cold Box,Nuttapong,TTCL,Unsafe Action,Chemical Work,พบถังใส่สารเคมีด้านในเป็นของเหลว ไม่ทราบว่า ด้านในเป็นสารอะไร ไม่มีป้ายหรือสติกเกอร์ แสดงรายละเอียด และไม่มีถาดรอง,,1/27/2021,1/27/2021,Closed
155,MOC,Olefins2,PR-25,Nuttapong,PSA,Unsafe Action,Lifting,พบทำงานขยับ line support ใช้รอกโซ่ในการดึง beam ในแนวดิ่ง เป็นการใช้รอกผิดประเภท,,1/27/2021,1/27/2021,Closed
