ID,TagName,Description,Area
5743,HS8100A,T-810 BOTTOMOUTLET,ARU
5744,HS8200A,HV8200 CLOSE FROM CCR,ARU
5745,HS8201A,HV8201 CLOSE FROM CCR,ARU
5746,HS8202A,HV8202 CLOSE FROM CCR,ARU
5747,HS8102A,D-810 BOTTOMOUTLET,ARU
5748,HV8001,D-801 VENT  TO FLARE,ARU
5749,HV8006,D-802 VENT  TO D-835,ARU
5750,HV8007,D-801 VENT  TO FLARE,ARU
5751,HV8010,D-802 VENT  TO FLARE,ARU
5752,0501CT010-01,COUNTER DAY FOR R800,ARU
5753,0501CT010-01B,COUNTER DAY FOR R800B,ARU
5754,0501CT010-02,COUNTER SERVICE ACC R800,ARU
5755,0501CT010-02B,COUNTER SERVICE AC R800B,ARU
5756,F4-DCS-001,F4-DCS-001  CABINET ALRM,ARU
5757,F4-DCS-002,F4-DCS-002  CABINET ALRM,ARU
5758,F4-DCS-003,F4-DCS-003  CABINET ALRM,ARU
5759,F4-DCS-004,F4-DCS-004  CABINET ALRM,ARU
5760,F4-ESD-001,F4-ESD-001  CABINET ALRM,ARU
5761,F4-ESD-002,F4-ESD-002  CABINET ALRM,ARU
5762,F4-ESD-003,F4-ESD-003  CABINET ALRM,ARU
5763,F4-ESD-004,F4-ESD-004  CABINET ALRM,ARU
5764,F4-PDB-011,F4-PDB-011  CABINET ALRM,ARU
5765,F4-PDB-012,F4-PDB-012  CABINET ALRM,ARU
5766,F4-PDB-021,F4-PDB-021  CABINET ALRM,ARU
5767,F4-ESD-005,F4-ESD-005  CABINET ALRM,ARU
5768,F4-FGS-001,F4-FGS-001  CABINET ALRM,ARU
5769,F4-IRD-001,F4-IRD-001  CABINET ALRM,ARU
5770,F4-IRE-001,F4-IRE-001  CABINET ALRM,ARU
5771,F4-IRE-002,F4-IRE-002  CABINET ALRM,ARU
5772,F4-MRD-001,F4-MRD-001  CABINET ALRM,ARU
5773,F4-MRD-002,F4-MRD-002  CABINET ALRM,ARU
5774,F4-MRD-003,F4-MRD-003  CABINET ALRM,ARU
5775,F4-MRD-004,F4-MRD-004  CABINET ALRM,ARU
5776,F4-MRD-005,F4-MRD-005  CABINET ALRM,ARU
5777,F4-MRD-006,F4-MRD-006  CABINET ALRM,ARU
5778,F4-MRD-007,F4-MRD-007  CABINET ALRM,ARU
5779,F4-MRD-008,F4-MRD-008  CABINET ALRM,ARU
5780,F4-MRE-001,F4-MRE-001  CABINET ALRM,ARU
5781,F4-MRE-002,F4-MRE-002  CABINET ALRM,ARU
5782,F4-MRE-003,F4-MRE-003  CABINET ALRM,ARU
5783,F4-MRE-004,F4-MRE-004  CABINET ALRM,ARU
5784,F4-MRE-005,F4-MRE-005  CABINET ALRM,ARU
5785,F4-MRE-006,F4-MRE-006  CABINET ALRM,ARU
5786,F4-MRF-001,F4-MRF-001  CABINET ALRM,ARU
5787,F4-MRF-002,F4-MRF-002  CABINET ALRM,ARU
5788,F4-NW-001,F4-NW-001   CABINET ALRM,ARU
5789,F4-PDB-001,F4-PDB-001  CABINET ALRM,ARU
5790,F4-PDB-002,F4-PDB-002  CABINET ALRM,ARU
5791,F4-ANA-001,F4-ANA-001  CABINET ALRM,ARU
5792,TAHH-8000,TI8000 HIHI DCS(R-800),ARU
5793,TAHH-8001,TI8001 HIHI DCS(R-800),ARU
5794,TAHH-8002,TI8002 HIHI DCS(R-800),ARU
5795,TAHH-8003,TI8003 HIHI DCS(R-800),ARU
5796,TAHH-8004,TI8004 HIHI DCS(R-800),ARU
5797,TAHH-8005,TI8005 HIHI DCS(R-800),ARU
5798,TAHH-8006,TI8006 HIHI DCS(R-800),ARU
5799,TAHH-8007,TI8007 HIHI DCS(R-800),ARU
5800,TAHH-8017,TI8017 HIHI DCS(R-800),ARU
5801,TAHH-8018,TI8018 HIHI DCS(R-800),ARU
5802,TAHH-8019,TI8019 HIHI DCS(R-800),ARU
5803,TAHH-8020,TI8020 HIHI DCS(R-800),ARU
5804,TAHH-8021,TI8021 HIHI DCS(R-800),ARU
5805,TAHH-8022,TI8022 HIHI DCS(R-800),ARU
5806,TAHH-8023,TI8023 HIHI DCS(R-800),ARU
5807,TAHH-8024,TI8024 HIHI DCS(R-800),ARU
5808,TAH-8000,TI8000 HI DCS(R-800),ARU
5809,TAH-8001,TI8001 HI DCS(R-800),ARU
5810,TAH-8002,TI8002 HI DCS(R-800),ARU
5811,TAH-8003,TI8003 HI DCS(R-800),ARU
5812,TAH-8004,TI8004 HI DCS(R-800),ARU
5813,TAH-8005,TI8005 HI DCS(R-800),ARU
5814,TAH-8006,TI8006 HI DCS(R-800),ARU
5815,TAH-8007,TI8007 HI DCS(R-800),ARU
5816,TAH-8017,TI8017 HI DCS(R-800),ARU
5817,TAH-8018,TI8018 HI DCS(R-800),ARU
5818,TAH-8019,TI8019 HI DCS(R-800),ARU
5819,TAH-8020,TI8020 HI DCS(R-800),ARU
5820,TAH-8021,TI8021 HI DCS(R-800),ARU
5821,TAH-8022,TI8022 HI DCS(R-800),ARU
5822,TAH-8023,TI8023 HI DCS(R-800),ARU
5823,TAH-8024,TI8024 HI DCS(R-800),ARU
5824,TAHH-8000B,TI8000 HIHI DCS(R-800B),ARU
5825,TAHH-8001B,TI8001 HIHI DCS(R-800B),ARU
5826,TAHH-8002B,TI8002 HIHI DCS(R-800B),ARU
5827,TAHH-8003B,TI8003 HIHI DCS(R-800B),ARU
5828,TAHH-8004B,TI8004 HIHI DCS(R-800B),ARU
5829,TAHH-8005B,TI8005 HIHI DCS(R-800B),ARU
5830,TAHH-8006B,TI8006 HIHI DCS(R-800B),ARU
5831,TAHH-8007B,TI8007 HIHI DCS(R-800B),ARU
5832,TAHH-8017B,TI8017 HIHI DCS(R-800B),ARU
5833,TAHH-8018B,TI8018 HIHI DCS(R-800B),ARU
5834,TAHH-8019B,TI8019 HIHI DCS(R-800B),ARU
5835,TAHH-8020B,TI8020 HIHI DCS(R-800B),ARU
5836,TAHH-8021B,TI8021 HIHI DCS(R-800B),ARU
5837,TAHH-8022B,TI8022 HIHI DCS(R-800B),ARU
5838,TAHH-8023B,TI8023 HIHI DCS(R-800B),ARU
5839,TAHH-8024B,TI8024 HIHI DCS(R-800B),ARU
5840,TAH-8000B,TI8000 HI DCS(R-800B),ARU
5841,TAH-8001B,TI8001 HI DCS(R-800B),ARU
5842,TAH-8002B,TI8002 HI DCS(R-800B),ARU
5843,TAH-8003B,TI8003 HI DCS(R-800B),ARU
5844,TAH-8004B,TI8004 HI DCS(R-800B),ARU
5845,TAH-8005B,TI8005 HI DCS(R-800B),ARU
5846,TAH-8006B,TI8006 HI DCS(R-800B),ARU
5847,TAH-8007B,TI8007 HI DCS(R-800B),ARU
5848,TAH-8017B,TI8017 HI DCS(R-800B),ARU
5849,TAH-8018B,TI8018 HI DCS(R-800B),ARU
5850,TAH-8019B,TI8019 HI DCS(R-800B),ARU
5851,TAH-8020B,TI8020 HI DCS(R-800B),ARU
5852,TAH-8021B,TI8021 HI DCS(R-800B),ARU
5853,TAH-8022B,TI8022 HI DCS(R-800B),ARU
5854,TAH-8023B,TI8023 HI DCS(R-800B),ARU
5855,TAH-8024B,TI8024 HI DCS(R-800B),ARU
5856,FTDA8004A,FT8004A     DEVIATION,ARU
5857,FTDA8004B,FT8004B     DEVIATION,ARU
5858,FTDA8004C,FT8004C     DEVIATION,ARU
5859,FTDA8011A,FT8011A     DEVIATION,ARU
5860,FTDA8011B,FT8011B     DEVIATION,ARU
5861,FTDA8011C,FT8011C     DEVIATION,ARU
5862,FTDA8107A,FT8107A     DEVIATION,ARU
5863,FTDA8107B,FT8107B     DEVIATION,ARU
5864,FTDA8107C,FT8107C     DEVIATION,ARU
5865,LTDA8005A,LT8005A     DEVIATION,ARU
5866,LTDA8005B,LT8005B     DEVIATION,ARU
5867,LTDA8005C,LT8005C     DEVIATION,ARU
5868,TTDA8004AY,TT8004A     DEVIATION,ARU
5869,TTDA8004BY,TT8004B     DEVIATION,ARU
5870,TTDA8004CY,TT8004C     DEVIATION,ARU
5871,TTDA8000A,TT8000A      DEVIATION,ARU
5872,TTDA8001A,TT8001A      DEVIATION,ARU
5873,TTDA8002A,TT8002A      DEVIATION,ARU
5874,TTDA8003A,TT8003A      DEVIATION,ARU
5875,TTDA8004A,TT8004A      DEVIATION,ARU
5876,TTDA8005A,TT8005A      DEVIATION,ARU
5877,TTDA8006A,TT8006A      DEVIATION,ARU
5878,TTDA8007A,TT8007A      DEVIATION,ARU
5879,TTDA8017A,TT8017A      DEVIATION,ARU
5880,TTDA8018A,TT8018A      DEVIATION,ARU
5881,TTDA8019A,TT8019A      DEVIATION,ARU
5882,TTDA8020A,TT8020A      DEVIATION,ARU
5883,TTDA8021A,TT8021A      DEVIATION,ARU
5884,TTDA8022A,TT8022A      DEVIATION,ARU
5885,TTDA8023A,TT8023A      DEVIATION,ARU
5886,TTDA8024A,TT8024A      DEVIATION,ARU
5887,TTDA8000B,TT8000B      DEVIATION,ARU
5888,TTDA8001B,TT8001B      DEVIATION,ARU
5889,TTDA8002B,TT8002B      DEVIATION,ARU
5890,TTDA8003B,TT8003B      DEVIATION,ARU
5891,TTDA8004B,TT8004B      DEVIATION,ARU
5892,TTDA8005B,TT8005B      DEVIATION,ARU
5893,TTDA8006B,TT8006B      DEVIATION,ARU
5894,TTDA8007B,TT8007B      DEVIATION,ARU
5895,TTDA8017B,TT8017B      DEVIATION,ARU
5896,TTDA8018B,TT8018B      DEVIATION,ARU
5897,TTDA8019B,TT8019B      DEVIATION,ARU
5898,TTDA8020B,TT8020B      DEVIATION,ARU
5899,TTDA8021B,TT8021B      DEVIATION,ARU
5900,TTDA8022B,TT8022B      DEVIATION,ARU
5901,TTDA8023B,TT8023B      DEVIATION,ARU
5902,TTDA8024B,TT8024B      DEVIATION,ARU
5903,TTDA8000C,TT8000C      DEVIATION,ARU
5904,TTDA8001C,TT8001C      DEVIATION,ARU
5905,TTDA8002C,TT8002C      DEVIATION,ARU
5906,TTDA8003C,TT8003C      DEVIATION,ARU
5907,TTDA8004C,TT8004C      DEVIATION,ARU
5908,TTDA8005C,TT8005C      DEVIATION,ARU
5909,TTDA8006C,TT8006C      DEVIATION,ARU
5910,TTDA8007C,TT8007C      DEVIATION,ARU
5911,TTDA8017C,TT8017C      DEVIATION,ARU
5912,TTDA8018C,TT8018C      DEVIATION,ARU
5913,TTDA8019C,TT8019C      DEVIATION,ARU
5914,TTDA8020C,TT8020C      DEVIATION,ARU
5915,TTDA8021C,TT8021C      DEVIATION,ARU
5916,TTDA8022C,TT8022C      DEVIATION,ARU
5917,TTDA8023C,TT8023C      DEVIATION,ARU
5918,TTDA8024C,TT8024C      DEVIATION,ARU
5919,PTDA8382B,PT8382B      DEVIATION,ARU
5920,PTDA8384B,PT8384B      DEVIATION,ARU
5921,PTDA8385B,PT8385B      DEVIATION,ARU
5922,PTDA8382A,PI8382A      DEVIATION,ARU
5923,PTDA8384A,PI8384A      DEVIATION,ARU
5924,PTDA8385A,PI8385A      DEVIATION,ARU
5925,FVDA8000,FV8000       DEVIATION,ARU
5926,FVDA8001,FV8001       DEVIATION,ARU
5927,FVDA8002,FV8002       DEVIATION,ARU
5928,FVDA8003,FV8003       DEVIATION,ARU
5929,FVDA8004,FV8004       DEVIATION,ARU
5930,FVDA8005,FV8005       DEVIATION,ARU
5931,FVDA8006,FV8006       DEVIATION,ARU
5932,FVDA8008,FV8008       DEVIATION,ARU
5933,FVDA8009,FV8009       DEVIATION,ARU
5934,FVDA8010,FV8010       DEVIATION,ARU
5935,FVDA8102,FV8102       DEVIATION,ARU
5936,FVDA8103,FV8103       DEVIATION,ARU
5937,FVDA8104,FV8104       DEVIATION,ARU
5938,FVDA8105,FV8105       DEVIATION,ARU
5939,FVDA8107,FV8107       DEVIATION,ARU
5940,FVDA8108,FV8108       DEVIATION,ARU
5941,FVDA8109,FV8109       DEVIATION,ARU
5942,HVDA8101,HV8101       DEVIATION,ARU
5943,LVDA2091,LV2091       DEVIATION,ARU
5944,LVDA8000,LV8000       DEVIATION,ARU
5945,LVDA8100,LV8100       DEVIATION,ARU
5946,LVDA8200,LV8200       DEVIATION,ARU
5947,LVDA9000,LV9000       DEVIATION,ARU
5948,LVDA8101,LV8101       DEVIATION,ARU
5949,PVDA8013,PV8013       DEVIATION,ARU
5950,PVDA8202,PV8202       DEVIATION,ARU
5951,PVDA8000A,PV8000A     DEVIATION,ARU
5952,PVDA8000B,PV8000B     DEVIATION,ARU
5953,PVDA8101,PV8101       DEVIATION,ARU
5954,TVDA8208,TV8208       DEVIATION,ARU
5955,TVDA8032A,TV8032A     DEVIATION,ARU
5956,TVDA8032B,TV8032B     DEVIATION,ARU
5957,TVDA8046A,TV8046A     DEVIATION,ARU
5958,TVDA8046B,TV8046B     DEVIATION,ARU
5959,XA-F4-BC01-1,   BATTERY  CHARGER ALRM,ARU
5960,ARU-CVDA1,ARU-VALVE CLASSA DEVIATE,ARU
5961,XA-AH11-CARRIER,AH11 CARRIER GAS LOW,ARU
5962,XA-AH12-CARRIER,AH12 CARRIER GAS LOW,ARU
5963,TTDA8000BA,TT8000BA      DEVIATION,ARU
5964,TTDA8001BA,TT8001BA      DEVIATION,ARU
5965,TTDA8002BA,TT8002BA      DEVIATION,ARU
5966,TTDA8003BA,TT8003BA      DEVIATION,ARU
5967,TTDA8004BA,TT8004BA      DEVIATION,ARU
5968,TTDA8005BA,TT8005BA      DEVIATION,ARU
5969,TTDA8006BA,TT8006BA      DEVIATION,ARU
5970,TTDA8007BA,TT8007BA      DEVIATION,ARU
5971,TTDA8017BA,TT8017BA      DEVIATION,ARU
5972,TTDA8018BA,TT8018BA      DEVIATION,ARU
5973,TTDA8019BA,TT8019BA      DEVIATION,ARU
5974,TTDA8020BA,TT8020BA      DEVIATION,ARU
5975,TTDA8021BA,TT8021BA      DEVIATION,ARU
5976,TTDA8022BA,TT8022BA      DEVIATION,ARU
5977,TTDA8023BA,TT8023BA      DEVIATION,ARU
5978,TTDA8024BA,TT8024BA      DEVIATION,ARU
5979,TTDA8000BB,TT8000BB      DEVIATION,ARU
5980,TTDA8001BB,TT8001BB      DEVIATION,ARU
5981,TTDA8002BB,TT8002BB      DEVIATION,ARU
5982,TTDA8003BB,TT8003BB      DEVIATION,ARU
5983,TTDA8004BB,TT8004BB      DEVIATION,ARU
5984,TTDA8005BB,TT8005BB      DEVIATION,ARU
5985,TTDA8006BB,TT8006BB      DEVIATION,ARU
5986,TTDA8007BB,TT8007BB      DEVIATION,ARU
5987,TTDA8017BB,TT8017BB      DEVIATION,ARU
5988,TTDA8018BB,TT8018BB      DEVIATION,ARU
5989,TTDA8019BB,TT8019BB      DEVIATION,ARU
5990,TTDA8020BB,TT8020BB      DEVIATION,ARU
5991,TTDA8021BB,TT8021BB      DEVIATION,ARU
5992,TTDA8022BB,TT8022BB      DEVIATION,ARU
5993,TTDA8023BB,TT8023BB      DEVIATION,ARU
5994,TTDA8024BB,TT8024BB      DEVIATION,ARU
5995,TTDA8000BC,TT8000BC      DEVIATION,ARU
5996,TTDA8001BC,TT8001BC      DEVIATION,ARU
5997,TTDA8002BC,TT8002BC      DEVIATION,ARU
5998,TTDA8003BC,TT8003BC      DEVIATION,ARU
5999,TTDA8004BC,TT8004BC      DEVIATION,ARU
6000,TTDA8005BC,TT8005BC      DEVIATION,ARU
6001,TTDA8006BC,TT8006BC      DEVIATION,ARU
6002,TTDA8007BC,TT8007BC      DEVIATION,ARU
6003,TTDA8017BC,TT8017BC      DEVIATION,ARU
6004,TTDA8018BC,TT8018BC      DEVIATION,ARU
6005,TTDA8019BC,TT8019BC      DEVIATION,ARU
6006,TTDA8020BC,TT8020BC      DEVIATION,ARU
6007,TTDA8021BC,TT8021BC      DEVIATION,ARU
6008,TTDA8022BC,TT8022BC      DEVIATION,ARU
6009,TTDA8023BC,TT8023BC      DEVIATION,ARU
6010,TTDA8024BC,TT8024BC      DEVIATION,ARU
6011,LIC8002H-AN,D-800 LEVEL CTRL  REPEAT,ARU
6012,LIC8002L-AN,D-800 LEVEL CTRL  REPEAT,ARU
6013,LIC8005H-AN,D-801 LIQUID LVL  REPEAT,ARU
6014,LIC8005L-AN,D-801 LIQUID LVL  REPEAT,ARU
6015,FI8011-AN,R-800 RECYC FLOW  REPEAT,ARU
6016,LIC8008-AN,D-802 LIQUID LVL  REPEAT,ARU
6017,FIC8004-AN,R-800 H2 FLOW CTR REPEAT,ARU
6018,PI8109-AN,T-810 LOWER PRESS REPEAT,ARU
6019,FIC8107-AN,T-810 REFLUX FLOW REPEAT,ARU
6020,FIC8109-AN,T-810 BOTTOM FLOW REPEAT,ARU
6021,TI8017-AN,R-800 OUTLET TEMP REPEAT,ARU
6022,LAH8380A-AN,D-836A 1ST STG HI REPEAT,ARU
6023,LAH8380B-AN,D-836B 1ST STG HI REPEAT,ARU
6024,PAL8382A-AN,LUBE OIL BRG LO   REPEAT,ARU
6025,PAL8382B-AN,LUBE OIL BRG LO   REPEAT,ARU
6026,PDAH8380A-AN,F-837A HIGH       REPEAT,ARU
6027,PDAH8380B-AN,F-837B HIGH       REPEAT,ARU
6028,TI8017B-AN,R-800BOUTLET TEMP REPEAT,ARU
6029,TV8046B-85,TV8046B MORE THAN 85%,ARU
6030,XAAAMTEST,AAM TEST ALARM,ARU
6031,FZCL8001,FV8001      VALVE CLOSE,ARU
6032,FZOL8005,FV8005      VALVE OPEN,ARU
6033,FZOL8006,FV8006      VALVE OPEN,ARU
6034,HZCL8000,HV8000      VALVE CLOSE,ARU
6035,HZCL8001,HV8001      VALVE CLOSE,ARU
6036,HZOL8001,HV8001      VALVE OPEN,ARU
6037,HZCL8002,HV8002      VALVE CLOSE,ARU
6038,HZCL8006,HV8006      VALVE CLOSE,ARU
6039,HZOL8006,HV8006      VALVE OPEN,ARU
6040,HZCL8007,HV8007      VALVE CLOSE,ARU
6041,HZOL8007,HV8007      VALVE OPEN,ARU
6042,TZCL8032B,TV8032B     VALVE CLOSE,ARU
6043,TZOL8032A,TV8032A     VALVE OPEN,ARU
6044,TZCL8046A,TV8046A     VALVE CLOSE,ARU
6045,TZOL8046B,TV8046B     VALVE OPEN,ARU
6046,XAF4DCS01,F4-DCS-001  CABINET ALRM,ARU
6047,XAF4DCS02,F4-DCS-002  CABINET ALRM,ARU
6048,XAF4DCS03,F4-DCS-003  CABINET ALRM,ARU
6049,XAF4DCS04,F4-DCS-004  CABINET ALRM,ARU
6050,XAF4ESD01,F4-ESD-001  CABINET ALRM,ARU
6051,XAF4ESD02,F4-ESD-002  CABINET ALRM,ARU
6052,XAF4ESD03,F4-ESD-003  CABINET ALRM,ARU
6053,XAF4ESD04,F4-ESD-004  CABINET ALRM,ARU
6054,XAF4PDB11,F4-PDB-011  CABINET ALRM,ARU
6055,XAF4PDB12,F4-PDB-012  CABINET ALRM,ARU
6056,XAF4PDB21,F4-PDB-021  CABINET ALRM,ARU
6057,XAF4ANA01,F4-ANA-001  CABINET ALRM,ARU
6058,XAF4ESD05,F4-ESD-005  CABINET ALRM,ARU
6059,XAF4FGS01,F4-FGS-001  CABINET ALRM,ARU
6060,XAF4IRD01,F4-IRD-001  CABINET ALRM,ARU
6061,XAF4IRE01,F4-IRE-001  CABINET ALRM,ARU
6062,XAF4IRE02,F4-IRE-002  CABINET ALRM,ARU
6063,XAF4MRD01,F4-MRD-001  CABINET ALRM,ARU
6064,XAF4MRD02,F4-MRD-002  CABINET ALRM,ARU
6065,XAF4MRD03,F4-MRD-003  CABINET ALRM,ARU
6066,XAF4MRD04,F4-MRD-004  CABINET ALRM,ARU
6067,XAF4MRD05,F4-MRD-005  CABINET ALRM,ARU
6068,XAF4MRD06,F4-MRD-006  CABINET ALRM,ARU
6069,XAF4MRD07,F4-MRD-007  CABINET ALRM,ARU
6070,XAF4MRD08,F4-MRD-008  CABINET ALRM,ARU
6071,XAF4MRE01,F4-MRE-001  CABINET ALRM,ARU
6072,XAF4MRE02,F4-MRE-002  CABINET ALRM,ARU
6073,XAF4MRE03,F4-MRE-003  CABINET ALRM,ARU
6074,XAF4MRE04,F4-MRE-004  CABINET ALRM,ARU
6075,XAF4MRE05,F4-MRE-005  CABINET ALRM,ARU
6076,XAF4MRE06,F4-MRE-006  CABINET ALRM,ARU
6077,XAF4MRF01,F4-MRF-001  CABINET ALRM,ARU
6078,XAF4MRF02,F4-MRF-002  CABINET ALRM,ARU
6079,XAF4NW001,F4-NW-001   CABINET ALRM,ARU
6080,XAF4PDB01,F4-PDB-001  CABINET ALRM,ARU
6081,XAF4PDB02,F4-PDB-002  CABINET ALRM,ARU
6082,HZCL8010,HV8010      VALVE CLOSE,ARU
6083,HZOL8010,HV8010      VALVE OPEN,ARU
6084,F4BC01-1,BATTERY ALARM,ARU
6085,XZCL8000,XV8000      VALVE CLOSE,ARU
6086,XZOL8000,XV8000      VALVE OPEN,ARU
6087,XZCL8001,XV8001      VALVE CLOSE,ARU
6088,XZOL8001,XV8001      VALVE OPEN,ARU
6089,XZCL8002,XV8002      VALVE CLOSE,ARU
6090,XZOL8002,XV8002      VALVE OPEN,ARU
6091,XZCL8003,XV8003      VALVE CLOSE,ARU
6092,XZOL8003,XV8003      VALVE OPEN,ARU
6093,XZCL8004,XV8004      VALVE CLOSE,ARU
6094,XZOL8004,XV8004      VALVE OPEN,ARU
6095,XZCL8005,XV8005      VALVE CLOSE,ARU
6096,XZOL8005,XV8005      VALVE OPEN,ARU
6097,XZCL8007,XV8007      VALVE CLOSE,ARU
6098,XZOL8007,XV8007      VALVE OPEN,ARU
6099,ZSOL9000,D962 TO WF  VALVE OPEN,ARU
6100,HZCL8100,HV8100      VALVE CLOSE,ARU
6101,HZCL8102,HV8102      VALVE CLOSE,ARU
6102,XZCL8100,XV8100      VALVE CLOSE,ARU
6103,XZOL8100,XV8100      VALVE OPEN,ARU
6104,XZCL8101,XV8101      VALVE CLOSE,ARU
6105,XZOL8101,XV8101      VALVE OPEN,ARU
6106,HZCL8200,T-820 OUTLET,ARU
6107,HZCL8201,D-820 OUTLET,ARU
6108,HZCL8202,D-820 OUTLET,ARU
6109,XASUBAUPS-A,SUBA-A  UPS,ARU
6110,XASUBAUPS-B,SUBA-B  UPS,ARU
6111,HS8000B,HV8000 CLOSEFROM LOCAL,ARU
6112,HS8100B,HV8100 CLOSEFROM LOCAL,ARU
6113,HS8102B,HV8102 CLOSEFROM LOCAL,ARU
6114,HS8200B,HV8200 CLOSE IN FIELD,ARU
6115,HS8201B,HV8201 CLOSE IN FIELD,ARU
6116,HS8202B,HV8202 CLOSE IN FIELD,ARU
6117,TZCL8208,C6-C9 CUT TO E-830A/B,ARU
6118,XZCL8200,HS TO E-825,ARU
6119,XZOL8200,HS TO E-825,ARU
6120,XZCL8201,HS TO E-825,ARU
6121,XZOL8201,HS TO E-825,ARU
6122,XSP801A-ST,P801A AUTO  START,ARU
6123,XSP801B-ST,P801B AUTO  START,ARU
6124,XSP816A-ST,P816A AUTO  START,ARU
6125,XSP816B-ST,P816B AUTO  START,ARU
6126,PI8303,R-830       INLET PRESS,ARU
6127,PI8300,R-830       OUTLET PRESS,ARU
6128,PI8302,D-833       OUTLET PRESS,ARU
6129,PI8304,D-831       OUTLET PRESS,ARU
6130,PI8462,P-840B SEAL POT PRESS,ARU
6131,PI8306,D-835       OUTLET PRESS,ARU
6132,PI8333,AIR         RESERVOIR,ARU
6133,PI8361,P-831B SEAL POT PRESS,ARU
6134,PI8400,T-840       FEED PRESS,ARU
6135,PI8410,D-840 PRESS,ARU
6136,PI8460,P-840A SEAL POT PRESS,ARU
6137,PI8461,P-846A SEAL POT PRESS,ARU
6138,PI8321,Z-830D      PRESS,ARU
6139,PI8330,D-833 OUT   TOP,ARU
6140,PI8331,D-833 OUT   TOP,ARU
6141,PI8360,P-831A SEAL POT PRESS,ARU
6142,PI8405,MS2 TO      E-845 PRESS,ARU
6143,PI8463,P-846B SEAL POT PRESS,ARU
6144,PDI8301,R830 2ND BEDDIFF PRESS,ARU
6145,PDI8302,R830 1ST BEDDIFF PRESS,ARU
6146,TI8370,H-830       BOTTOM TEMP,ARU
6147,TI8401,T-840       TRAY 19 TEMP,ARU
6148,TI8340,H-830       COIL 1 TEMP,ARU
6149,TI8341,H-830       COIL 2 TEMP,ARU
6150,TI8342,H-830 COIL 1OUTLET TEMP,ARU
6151,TI8325,D-831 INLET TEMP,ARU
6152,TI8343,H-830 COIL 3OUTLET TEMP,ARU
6153,TI8351,E-830A      OUTLET TEMP,ARU
6154,TI8352,H-830 COIL 2OUTLET TEMP,ARU
6155,TI8358,H-830       COIL 4 TEMP,ARU
6156,TI8359,H-830 COIL 4OUTLET TEMP,ARU
6157,TI8360,H-830       STACK TEMP,ARU
6158,TI8364,E-831       OUTLET TEMP,ARU
6159,TI8365,D-833       INLET TEMP,ARU
6160,TI8367,GHU2        RECYCLE TEMP,ARU
6161,TI8404,T-840       TRAY 15 TEMP,ARU
6162,TI8405,E-845       INLET TEMP,ARU
6163,TI8406,E-845       OUTLET TEMP,ARU
6164,TI8412,E-840       OUTLET TEMP,ARU
6165,TI8353,E-830A      INLET TEMP,ARU
6166,TI8357,H-830       COIL 3 TEMP,ARU
6167,TI8361,H-830       WALL TEMP,ARU
6168,TI8362,E-831       INLET TEMP,ARU
6169,TI8400,T-840       INLET TEMP,ARU
6170,TI8402,T-840       TRAY 1 TEMP,ARU
6171,TI8407,E-842A SHELLINLET TEMP,ARU
6172,TI8408,E-842A TUBE OUTLET TEMP,ARU
6173,TI8411,E-840       INLET TEMP,ARU
6174,FI8404,D-840       VENT FLOW,ARU
6175,FI8351,H-830 COIL 1INLET FLOW,ARU
6176,FI8352,H-830 COIL 2INLET FLOW,ARU
6177,FI8355,VENT GAS    FROM ARX,ARU
6178,FI8356,H-830 COIL 3INLET FLOW,ARU
6179,FI8357,H-830 COIL 4INLET FLOW,ARU
6180,LI8404,D-840       BOOTLEG LEVE,ARU
6181,LI8300,D-831       LIQUID LEVEL,ARU
6182,LI8308,Z-830D      LIQUID LEVEL,ARU
6183,PI8305,E-830A      INLET PRESS,ARU
6184,PI8309,D-831       INLET PRESS,ARU
6185,PDI8305,E-830 DIFF  PRESSURE,ARU
6186,FIC8306,C835AB RECYCFLOW CTR,ARU
6187,FIC8400,P-846AB MIN FLOW CTR,ARU
6188,FIC8302,P-831AB MIN FLOW CTR,ARU
6189,FIC8304,D-833 VENT  FLOW CTR,ARU
6190,LIC8400,D-845 COND  LEVEL CTR,ARU
6191,FIC8300,FROM E-821  DED. PRODUCT,ARU
6192,PIC8351,H-830 STACK PRESS CTR,ARU
6193,TIC8403,T-840 TRAY 7TEMP CTR,ARU
6194,FIC8401,MS2 TO E845 FLOW CONTROL,ARU
6195,LIC8405,D-840 LIQUIDLEVEL CTR,ARU
6196,FIC8403,T-840 REFLUXFLOW,ARU
6197,HIC8401,D-840 VENT  TO FLARE,ARU
6198,PI8354A-Y,H-830       PILOT PRESS,ARU
6199,PI8354B-Y,H-830       PILOT PRESS,ARU
6200,PI8354C-Y,H-830       PILOT PRESS,ARU
6201,PIC8354,H-830 PILOT PRESS CTR,ARU
6202,LIC8401,T-840 LIQUIDLEVEL CTR,ARU
6203,FIC8402,E-842A TUBE OUTLET FLOW,ARU
6204,PIC8403,T-840 OVHD  PRESS CTR,ARU
6205,PI8402,T840 TRAY16 PRESS,ARU
6206,PT8401A,T-840 LOWER PRESS.,ARU
6207,PT8401B,T-840 LOWER PRESS.,ARU
6208,PT8401C,T-840 LOWER PRESS.,ARU
6209,PI8401,T-840 LOWER PRESS.,ARU
6210,PI8380A,C-835A SUCT PRESSURE,ARU
6211,PT8380A1,BETWEEN D835 AND C-835A,ARU
6212,FI8305,H2 MAKE-UP  FROM ORU,ARU
